PLAYER NAME,SG_off_tee_2021_AVERAGE,SG_tee_green_2021_AVERAGE,driving_dist_2021_AVG.,pct_ydg_tee_2021_AVG (%),driving_320+_2021_%,SG_approach_green_2021_AVERAGE,GIR_pct_2021_%,GOFIR_pct_2021_%,GIR_pct_fwy_2021_%,GIR_pct_not_fwy_2021_%,fwy_prox_2021_AVG,rough_prox_2021_AVG,SG_ATG_2021_AVERAGE,pct_sand_save_2021_%,scrambling_2021_%,SG_putt_2021_AVERAGE,pct_one_putt_2021_%,pct_three_putt_avoid_2021_%,putt_avg_2021_AVG,putts_per_rd_2021_AVG,bogey_avoid_2021_% MAKES BOGEY,btb_ratio_2021_BIRDIE TO BOGEY RATIO,money_2021_MONEY,SG_off_tee_2020_AVERAGE,SG_tee_green_2020_AVERAGE,driving_dist_2020_AVG.,pct_ydg_tee_2020_AVG (%),driving_320+_2020_%,SG_approach_green_2020_AVERAGE,GIR_pct_2020_%,GOFIR_pct_2020_%,GIR_pct_fwy_2020_%,GIR_pct_not_fwy_2020_%,fwy_prox_2020_AVG,rough_prox_2020_AVG,SG_ATG_2020_AVERAGE,pct_sand_save_2020_%,scrambling_2020_%,SG_putt_2020_AVERAGE,pct_one_putt_2020_%,pct_three_putt_avoid_2020_%,putt_avg_2020_AVG,putts_per_rd_2020_AVG,bogey_avoid_2020_% MAKES BOGEY,btb_ratio_2020_BIRDIE TO BOGEY RATIO,money_2020_MONEY,SG_off_tee_2019_AVERAGE,SG_tee_green_2019_AVERAGE,driving_dist_2019_AVG.,pct_ydg_tee_2019_AVG (%),driving_320+_2019_%,SG_approach_green_2019_AVERAGE,GIR_pct_2019_%,GOFIR_pct_2019_%,GIR_pct_fwy_2019_%,GIR_pct_not_fwy_2019_%,fwy_prox_2019_AVG,rough_prox_2019_AVG,SG_ATG_2019_AVERAGE,pct_sand_save_2019_%,scrambling_2019_%,SG_putt_2019_AVERAGE,pct_one_putt_2019_%,pct_three_putt_avoid_2019_%,putt_avg_2019_AVG,putts_per_rd_2019_AVG,bogey_avoid_2019_% MAKES BOGEY,btb_ratio_2019_BIRDIE TO BOGEY RATIO,money_2019_MONEY,SG_off_tee_2018_AVERAGE,SG_tee_green_2018_AVERAGE,driving_dist_2018_AVG.,pct_ydg_tee_2018_AVG (%),driving_320+_2018_%,SG_approach_green_2018_AVERAGE,GIR_pct_2018_%,GOFIR_pct_2018_%,GIR_pct_fwy_2018_%,GIR_pct_not_fwy_2018_%,fwy_prox_2018_AVG,rough_prox_2018_AVG,SG_ATG_2018_AVERAGE,pct_sand_save_2018_%,scrambling_2018_%,SG_putt_2018_AVERAGE,pct_one_putt_2018_%,pct_three_putt_avoid_2018_%,putt_avg_2018_AVG,putts_per_rd_2018_AVG,bogey_avoid_2018_% MAKES BOGEY,btb_ratio_2018_BIRDIE TO BOGEY RATIO,money_2018_MONEY,SG_off_tee_2017_AVERAGE,SG_tee_green_2017_AVERAGE,driving_dist_2017_AVG.,pct_ydg_tee_2017_AVG (%),driving_320+_2017_%,SG_approach_green_2017_AVERAGE,GIR_pct_2017_%,GOFIR_pct_2017_%,GIR_pct_fwy_2017_%,GIR_pct_not_fwy_2017_%,fwy_prox_2017_AVG,rough_prox_2017_AVG,SG_ATG_2017_AVERAGE,pct_sand_save_2017_%,scrambling_2017_%,SG_putt_2017_AVERAGE,pct_one_putt_2017_%,pct_three_putt_avoid_2017_%,putt_avg_2017_AVG,putts_per_rd_2017_AVG,bogey_avoid_2017_% MAKES BOGEY,btb_ratio_2017_BIRDIE TO BOGEY RATIO,money_2017_MONEY
Byeong Hun An,-0.15,0.327,298.2,63.22,9.38,-0.1,63.77,71.35,78.13,51.08,388.0,519.0,0.596,60.0,60.38,-1.133,39.93,2.78,1.7730000000000001,28.63,17.71,1.12,337054.0,-0.05,0.58,305.7,64.82,26.19,0.256,65.78,70.83,79.75,53.56,379.0,500.0,0.373,50.71,60.61,-0.525,41.19,3.63,1.756,28.69,16.07,1.35,2283951.0,0.35100000000000003,1.402,307.1,64.17,27.69,0.42,67.75,74.86,80.16,54.53,372.0,515.0,0.631,58.52,59.28,-0.583,38.74,2.89,1.775,29.1,15.08,1.49,1990033.0,0.475,1.091,307.9,64.45,26.88,0.44799999999999995,67.99,74.05,79.13,52.03,361.0,555.0,0.16699999999999998,48.85,61.16,-0.285,37.5,3.11,1.791,29.31,14.95,1.39,2599264.0,0.524,0.9640000000000001,300.3,63.38,11.72,0.369,64.04,69.2,77.0,48.84,394.0,548.0,0.071,48.87,56.22,-0.375,39.51,3.7,1.7890000000000001,29.14,18.83,1.04,1236090.0
Bill Haas,-0.16,-0.5760000000000001,292.1,61.65,6.67,-0.474,63.7,70.59,77.02,51.35,439.0,626.0,0.04,45.45,62.76,0.055,39.81,3.52,1.7790000000000001,28.4,17.59,1.15,79800.0,-0.133,0.005,294.3,62.56,7.95,-0.128,69.44,76.31,78.51,56.3,393.0,529.0,0.265,50.79,59.09,-1.068,36.11,4.55,1.811,29.95,16.16,1.26,130293.0,-0.083,0.098,291.5,61.72,8.7,-0.16899999999999998,64.65,73.22,75.76,50.54,417.0,546.0,0.35,52.34,61.73,0.055,38.33,2.09,1.776,28.9,15.3,1.33,730806.0,-0.177,0.139,296.2,62.03,14.29,-0.052000000000000005,64.79,70.45,77.33,52.38,405.0,528.0,0.368,57.26,60.34,-0.059000000000000004,37.09,2.18,1.811,29.23,15.84,1.1,638414.0,-0.047,0.868,293.0,61.67,6.79,0.39899999999999997,67.91,73.38,79.23,54.04,388.0,505.0,0.516,53.57,63.75,0.055,37.84,2.94,1.7919999999999998,29.15,14.25,1.37,2842173.0
Brandt Snedeker,-0.177,-0.141,287.9,61.02,5.77,0.055,61.86,71.21,73.2,52.08,414.0,543.0,0.002,43.88,57.14,0.40700000000000003,41.88,2.67,1.724,28.15,19.87,1.03,717361.0,-0.33299999999999996,-0.155,288.5,62.26,1.89,-0.336,65.93,71.56,77.56,53.19,413.0,533.0,0.514,55.56,63.08,0.34700000000000003,40.25,1.78,1.75,28.49,14.15,1.5,896750.0,-0.193,0.37,287.2,61.44,5.75,0.083,64.93,70.49,76.83,49.12,401.0,540.0,0.48,62.29,63.04,0.5920000000000001,41.53,1.96,1.746,28.33,14.53,1.45,3122936.0,-0.145,0.147,293.1,61.9,9.15,-0.026000000000000002,65.04,70.65,76.91,50.23,386.0,528.0,0.318,56.67,60.08,0.478,40.04,2.24,1.743,28.63,15.51,1.34,2448970.0,-0.311,0.506,281.6,61.53,6.0,0.503,67.11,72.62,76.96,50.39,390.0,506.0,0.314,56.25,63.18,0.5720000000000001,41.11,3.44,1.7519999999999998,28.62,15.0,1.52,1625806.0
J.T. Poston,-0.203,-0.595,301.2,62.96,14.58,-0.37799999999999995,62.38,67.57,77.37,49.03,419.0,550.0,-0.013999999999999999,55.77,55.69,0.884,42.13,2.31,1.724,28.56,18.4,1.22,1104525.0,0.13,-0.141,290.2,63.01,5.0,-0.366,64.74,69.31,73.56,50.25,404.0,539.0,0.095,57.25,60.4,0.5720000000000001,42.66,1.5,1.7109999999999999,28.21,15.24,1.44,1282929.0,0.032,0.294,293.8,62.07,9.9,0.223,66.84,72.29,76.54,53.61,374.0,535.0,0.038,52.84,62.83,0.212,41.67,2.84,1.743,28.56,14.87,1.51,2461215.0,0.381,0.003,300.7,63.67,18.31,-0.373,68.31,72.12,80.52,51.31,374.0,547.0,-0.005,50.0,57.53,0.135,39.28,2.27,1.7469999999999999,29.07,15.49,1.37,940661.0,0.156,0.147,295.5,62.79,14.94,0.053,65.52,71.61,76.14,52.85,365.0,517.0,-0.062,41.98,59.07,-0.11699999999999999,40.23,2.43,1.7469999999999999,28.84,15.71,1.37,662565.0
Jordan Spieth,-0.204,0.758,297.2,63.02,11.46,0.5579999999999999,64.81,71.49,80.46,50.94,407.0,527.0,0.40399999999999997,59.68,59.54,0.418,42.71,2.78,1.713,28.1,16.44,1.55,3691056.0,-0.27899999999999997,0.134,301.6,64.1,17.0,0.08199999999999999,62.37,68.09,75.11,50.61,351.0,538.0,0.33,49.09,57.86,0.004,43.01,2.33,1.724,28.21,17.74,1.25,1138146.0,-0.452,-0.40299999999999997,295.2,62.68,12.66,-0.198,62.8,68.1,76.66,51.74,396.0,518.0,0.24600000000000002,54.61,62.0,0.862,45.43,2.53,1.694,27.71,15.96,1.5,2124192.0,0.271,0.863,299.8,64.04,17.11,0.409,70.47,76.77,83.74,57.42,365.0,495.0,0.184,51.33,61.63,-0.034,39.55,3.29,1.755,29.09,13.89,1.7,2793536.0,0.321,1.646,295.6,63.93,13.51,0.8959999999999999,70.01,77.78,80.58,58.17,349.0,483.0,0.429,54.84,61.76,0.278,41.45,1.99,1.7109999999999999,28.45,12.89,1.99,9433033.0
Kevin Na,-0.217,0.07,287.7,61.29,10.64,-0.244,65.48,71.64,79.59,44.24,411.0,590.0,0.531,52.94,61.64,-0.16899999999999998,40.54,3.07,1.767,28.62,15.72,1.4,2068792.0,-0.41,-0.002,286.9,62.03,11.9,0.267,63.22,68.27,76.08,43.24,373.0,549.0,0.14,55.56,65.96,0.693,44.6,2.58,1.733,28.08,14.48,1.48,2794402.0,-0.282,-0.002,289.6,61.09,7.29,-0.076,64.44,67.17,75.65,45.7,399.0,586.0,0.355,55.26,58.85,0.08900000000000001,39.72,2.5,1.767,28.92,16.85,1.18,2257309.0,-0.37799999999999995,0.268,289.6,61.26,10.26,0.273,64.66,69.37,78.17,42.03,348.0,565.0,0.373,61.49,63.62,0.5329999999999999,43.54,2.39,1.722,28.07,14.99,1.49,3578316.0,-0.406,0.513,283.7,60.48,4.05,0.631,65.51,73.15,75.93,51.8,346.0,520.0,0.28800000000000003,54.55,61.1,0.265,40.31,3.46,1.755,28.78,16.06,1.35,1728350.0
Troy Merritt,-0.22399999999999998,-0.076,291.9,61.39,11.67,0.161,63.8,69.07,75.05,50.15,385.0,581.0,0.002,52.81,62.66,-0.23600000000000002,38.52,4.07,1.801,29.12,16.76,1.09,331851.0,-0.07400000000000001,-0.636,291.8,62.14,5.83,-0.32299999999999995,66.5,70.61,76.1,52.68,377.0,562.0,-0.23800000000000002,47.96,60.0,0.47,39.05,2.45,1.758,28.91,15.36,1.38,1037971.0,-0.054000000000000006,0.336,293.3,62.58,10.53,0.366,68.85,74.01,76.49,53.82,366.0,524.0,0.040999999999999995,48.78,58.77,0.085,39.71,2.19,1.729,28.69,14.57,1.66,1531143.0,0.138,0.132,295.4,62.13,10.59,0.086,65.16,70.17,74.97,52.73,389.0,558.0,-0.092,48.47,57.6,0.077,39.93,2.35,1.7469999999999999,28.74,16.99,1.25,1326989.0,-0.11800000000000001,-0.146,290.2,61.83,5.92,-0.018000000000000002,64.84,71.83,75.27,50.0,365.0,576.0,-0.009000000000000001,52.38,58.21,-0.017,39.11,2.63,1.778,28.95,16.81,1.18,569682.0
Richy Werenski,-0.22699999999999998,-0.08199999999999999,295.5,62.14,10.19,-0.17,62.76,73.09,78.21,47.47,397.0,602.0,0.196,49.45,61.05,-0.034,41.56,2.37,1.7380000000000002,28.13,17.08,1.24,989239.0,-0.13,-0.001,298.1,62.59,14.29,0.038,66.67,71.88,77.53,51.37,371.0,551.0,0.091,50.94,59.52,0.485,41.17,2.38,1.729,28.55,15.28,1.44,1716407.0,0.057,-0.221,293.6,62.5,10.24,-0.163,65.93,72.15,75.49,53.01,390.0,515.0,-0.114,45.24,60.31,0.07400000000000001,38.82,2.34,1.76,28.81,15.46,1.36,851329.0,0.077,-0.013999999999999999,291.8,62.02,8.52,-0.16899999999999998,66.97,72.3,79.19,48.11,374.0,571.0,0.077,43.33,56.49,-0.109,37.38,3.02,1.7819999999999998,29.36,16.61,1.18,1081283.0,0.203,-0.223,291.2,62.04,2.7,-0.12300000000000001,67.42,72.68,76.51,50.28,360.0,583.0,-0.303,44.74,60.6,0.0,38.44,2.93,1.786,29.31,15.24,1.31,890262.0
Kevin Kisner,-0.233,-0.302,286.7,61.17,6.25,0.049,66.81,74.76,78.03,46.34,419.0,550.0,-0.127,43.75,56.9,0.342,39.58,2.22,1.732,28.78,16.81,1.31,1196576.0,0.057999999999999996,0.19899999999999998,289.2,62.14,6.92,0.23399999999999999,65.37,71.23,73.87,52.68,380.0,537.0,-0.09300000000000001,50.89,63.96,0.5589999999999999,42.39,2.21,1.743,28.34,14.38,1.49,2266752.0,0.149,0.221,286.4,61.23,4.07,0.257,66.99,72.85,76.32,50.41,380.0,540.0,-0.18600000000000003,45.83,61.06,0.45,39.79,1.81,1.76,28.66,14.34,1.46,3489144.0,-0.043,-0.47600000000000003,290.8,62.09,5.13,-0.316,65.38,71.11,75.58,47.03,402.0,537.0,-0.11800000000000001,44.0,60.29,0.513,38.68,1.78,1.766,28.91,15.24,1.29,2972285.0,0.257,0.6559999999999999,289.5,61.66,8.14,0.33399999999999996,66.38,72.91,76.28,47.0,361.0,608.0,0.065,50.0,62.06,0.38799999999999996,39.4,3.12,1.785,28.89,15.65,1.27,4766936.0
Rafa Cabrera Bello,-0.247,-0.9179999999999999,288.9,61.08,7.89,-0.456,62.13,66.88,72.44,47.78,442.0,566.0,-0.215,51.43,54.05,0.42700000000000005,38.01,3.36,1.781,29.39,19.88,0.93,221393.0,-0.096,-0.591,293.7,62.09,8.54,-0.166,63.84,69.37,72.23,50.0,369.0,550.0,-0.32799999999999996,37.93,57.97,0.067,41.72,2.62,1.7590000000000001,28.74,17.51,1.17,646577.0,0.18,0.376,289.6,61.12,6.25,0.08900000000000001,62.99,68.17,73.98,47.62,421.0,510.0,0.107,53.06,59.16,0.043,41.42,3.51,1.7469999999999999,28.59,17.81,1.29,1926935.0,0.256,0.8390000000000001,295.1,62.48,12.93,0.48700000000000004,70.16,74.77,79.91,53.48,368.0,568.0,0.096,56.9,57.98,0.273,37.86,3.65,1.7730000000000001,29.47,15.48,1.41,2449869.0,-0.223,-0.326,291.7,61.31,9.62,-0.171,62.69,65.1,72.29,47.22,393.0,545.0,0.068,53.33,59.8,0.473,39.72,2.96,1.774,28.85,17.59,1.11,1934675.0
Justin Rose,-0.252,-0.307,297.0,61.47,10.0,0.175,63.89,78.04,72.83,50.0,405.0,547.0,0.1,48.98,54.36,0.426,43.52,2.78,1.6780000000000002,27.67,20.74,1.25,717520.0,0.218,0.34299999999999997,299.6,63.41,10.29,0.233,63.16,69.87,72.9,46.92,340.0,595.0,-0.10800000000000001,61.29,57.54,-0.025,41.52,2.92,1.736,28.63,17.98,1.28,965656.0,0.179,0.7390000000000001,303.2,62.58,19.83,0.525,64.78,71.09,77.01,47.4,357.0,589.0,0.036000000000000004,61.68,62.09,0.504,44.35,1.79,1.71,27.94,14.87,1.58,4358849.0,0.551,1.527,303.5,63.22,20.97,0.526,69.95,75.89,80.82,53.5,372.0,490.0,0.45,61.16,63.03,0.424,40.4,2.69,1.732,28.67,13.05,1.95,8130678.0,0.5589999999999999,1.295,300.9,63.54,23.33,0.363,68.06,76.64,78.51,57.75,372.0,517.0,0.373,56.25,58.97,-0.063,37.41,3.13,1.77,29.16,15.89,1.46,4245308.0
Peter Malnati,-0.26,-0.08800000000000001,290.8,62.83,6.73,-0.033,63.14,73.25,74.34,53.7,394.0,518.0,0.071,53.75,57.97,0.457,43.7,2.24,1.69,27.69,18.38,1.31,1349207.0,-0.461,-0.825,287.6,62.55,2.63,-0.431,62.57,68.2,74.42,49.59,375.0,488.0,0.067,44.93,60.94,0.33299999999999996,43.66,2.44,1.7269999999999999,28.11,16.57,1.28,561273.0,-0.41,-0.08800000000000001,292.2,62.92,9.64,0.225,63.99,69.3,74.53,52.76,380.0,506.0,0.09699999999999999,50.0,62.64,0.467,43.24,1.67,1.732,28.01,14.99,1.45,864496.0,-0.37200000000000005,-0.374,290.9,62.63,7.83,-0.257,62.99,67.19,76.02,48.4,387.0,541.0,0.255,56.69,61.3,0.619,44.24,1.81,1.723,28.07,15.86,1.32,420001.0,-0.262,-0.635,282.3,61.21,1.23,-0.563,62.48,67.43,69.83,50.23,378.0,518.0,0.19,53.06,61.5,0.451,42.03,2.81,1.7530000000000001,28.4,16.6,1.19,358541.0
Marc Leishman,-0.272,0.249,291.2,61.56,10.42,0.718,64.58,77.78,77.89,50.88,384.0,609.0,0.126,58.46,62.75,-0.006,38.66,2.2,1.7619999999999998,28.4,16.32,1.31,2359730.0,-0.20199999999999999,0.021,295.8,62.77,9.43,0.366,61.48,66.56,72.56,49.63,366.0,564.0,-0.14300000000000002,42.11,55.32,-0.26,39.16,2.82,1.77,28.95,19.49,0.99,3109752.0,-0.077,0.531,296.2,62.63,8.59,0.47200000000000003,67.21,72.42,78.7,51.09,369.0,514.0,0.135,58.21,64.0,0.302,42.05,3.55,1.755,28.74,14.2,1.58,3886577.0,-0.006,0.498,298.5,63.26,19.51,0.21100000000000002,66.67,73.29,79.29,50.3,388.0,539.0,0.292,48.81,59.07,0.126,39.88,2.84,1.749,28.94,16.11,1.39,3771221.0,0.319,1.0659999999999998,298.6,63.34,19.51,0.41,67.04,73.35,81.03,48.91,378.0,547.0,0.337,52.9,61.42,0.35600000000000004,39.01,2.28,1.7590000000000001,28.73,14.57,1.54,5866390.0
Matt Kuchar,-0.278,-0.149,287.4,61.54,6.82,0.085,65.28,71.08,74.58,53.27,398.0,593.0,0.043,56.0,57.45,0.174,40.28,1.89,1.723,28.73,16.16,1.34,1170103.0,-0.039,-0.01,282.9,61.73,6.25,0.013999999999999999,64.98,71.54,76.64,47.96,386.0,547.0,0.015,58.43,60.91,0.687,40.97,1.49,1.734,28.43,14.98,1.44,1515585.0,0.063,0.76,289.5,62.07,8.75,0.591,69.38,73.82,79.92,50.55,374.0,517.0,0.105,60.82,63.04,0.302,39.58,2.57,1.7480000000000002,28.96,13.13,1.74,6294690.0,-0.19899999999999998,0.228,288.0,61.43,7.24,0.21600000000000003,66.81,71.45,79.8,49.64,371.0,519.0,0.21100000000000002,60.81,63.6,0.348,40.56,2.57,1.7619999999999998,28.85,14.17,1.42,1720097.0,0.158,0.84,285.4,61.41,3.57,0.253,66.73,71.92,77.01,48.8,382.0,517.0,0.43,56.39,65.34,0.332,39.98,2.78,1.77,28.72,13.95,1.47,4282488.0
C.T. Pan,-0.29,0.221,293.8,62.53,13.89,0.302,63.99,72.76,72.99,53.95,380.0,523.0,0.153,54.67,63.43,-0.14300000000000002,38.79,2.67,1.777,28.81,15.43,1.26,984516.0,-0.258,-0.085,287.0,61.68,4.17,0.27699999999999997,67.26,70.8,76.6,52.58,375.0,610.0,-0.10400000000000001,46.24,54.24,-0.767,34.23,2.88,1.798,29.82,17.56,1.04,329997.0,-0.114,0.12,285.0,60.59,3.57,0.054000000000000006,64.16,68.06,75.71,44.67,384.0,537.0,0.18,57.45,63.71,-0.062,39.97,2.57,1.765,28.71,15.04,1.32,2362399.0,0.215,0.544,292.7,62.08,11.11,0.267,71.2,75.61,80.95,52.47,385.0,508.0,0.063,42.07,56.89,-0.067,35.2,2.66,1.77,29.66,14.74,1.45,1881787.0,0.052000000000000005,-0.07400000000000001,287.2,61.65,6.98,-0.092,67.25,71.93,74.84,54.65,393.0,566.0,-0.034,54.17,60.55,-0.013000000000000001,37.79,3.62,1.808,29.7,15.57,1.15,1267649.0
Gary Woodland,-0.33899999999999997,-0.07400000000000001,308.4,62.99,36.11,0.154,62.35,69.23,76.1,47.84,388.0,530.0,0.11199999999999999,43.48,53.28,-0.307,38.27,3.24,1.777,29.08,20.06,1.05,492975.0,0.052000000000000005,0.44299999999999995,305.4,64.63,25.0,0.601,68.19,74.53,77.74,54.47,371.0,525.0,-0.21,47.62,60.0,0.34,39.34,1.97,1.7530000000000001,28.95,14.34,1.61,2195131.0,0.47200000000000003,1.025,308.2,64.12,28.95,0.545,69.05,75.98,81.12,50.81,355.0,535.0,0.008,50.41,57.48,-0.14300000000000002,38.23,3.04,1.7590000000000001,29.3,15.48,1.62,5690965.0,0.8029999999999999,1.0590000000000002,313.5,65.13,36.75,0.484,70.51,76.35,80.3,57.24,358.0,544.0,-0.228,41.49,54.45,0.006999999999999999,34.92,3.54,1.794,29.93,16.42,1.34,3108907.0,0.431,1.04,307.6,64.02,29.22,0.5710000000000001,69.48,75.52,82.09,54.83,364.0,552.0,0.039,60.55,58.28,-0.381,36.33,4.24,1.807,29.89,16.04,1.31,2980225.0
Mackenzie Hughes,-0.35,-0.723,293.5,62.15,10.58,-0.449,63.68,68.52,75.47,46.96,413.0,623.0,0.076,43.0,59.41,0.6459999999999999,40.49,1.6,1.735,28.46,16.13,1.34,1027972.0,-0.35200000000000004,-0.289,298.7,63.56,12.14,-0.39,63.41,68.01,78.21,44.8,387.0,547.0,0.45399999999999996,54.4,60.52,0.6809999999999999,41.67,1.9,1.735,28.19,15.71,1.34,2079951.0,-0.068,-0.03,297.2,62.96,13.16,0.032,65.28,71.72,76.38,52.81,396.0,544.0,0.006,40.68,61.05,-0.013999999999999999,40.5,2.85,1.77,28.8,15.79,1.33,1022081.0,-0.068,0.163,294.9,62.52,11.18,0.353,66.01,71.73,78.49,49.06,372.0,567.0,-0.122,41.74,54.19,-0.177,37.13,2.56,1.766,29.37,17.69,1.17,518476.0,0.021,-0.32,294.3,62.77,15.38,-0.40399999999999997,64.74,70.72,75.86,49.24,405.0,539.0,0.063,47.02,58.64,0.49200000000000005,39.16,3.26,1.7790000000000001,29.07,17.15,1.18,2355553.0
Robert Streb,-0.36700000000000005,-0.39799999999999996,290.4,62.24,10.87,-0.09,63.89,70.42,76.05,50.75,406.0,569.0,0.10800000000000001,53.01,62.88,-0.018000000000000002,40.22,2.42,1.75,28.46,15.94,1.28,1431469.0,-0.11699999999999999,-0.5820000000000001,293.7,62.69,11.0,-0.221,67.33,71.18,80.05,54.95,368.0,524.0,-0.244,35.37,52.72,-0.573,36.33,2.78,1.766,29.6,16.89,1.18,415258.0,-0.256,-0.187,288.7,61.59,4.17,-0.053,66.13,72.41,76.67,53.44,387.0,524.0,0.122,46.67,60.36,-0.237,37.42,2.62,1.784,29.21,15.35,1.27,796525.0,-0.68,-0.5,292.6,61.43,9.85,0.096,64.94,71.2,80.14,48.73,375.0,556.0,0.084,45.0,52.89,-0.081,36.41,2.78,1.7919999999999998,29.51,18.84,0.99,411606.0,-0.159,0.075,294.3,62.79,15.56,-0.07200000000000001,65.19,70.11,77.25,50.45,393.0,534.0,0.305,45.66,58.91,0.003,39.83,2.96,1.7719999999999998,29.13,16.67,1.16,1588287.0
Aaron Baddeley,-0.381,-0.556,284.5,61.98,7.35,-0.124,64.71,75.35,74.82,52.48,383.0,486.0,-0.071,50.0,62.5,-0.055,41.67,2.61,1.7369999999999999,28.38,16.34,1.28,65940.0,-0.736,-0.337,284.9,61.03,2.13,-0.122,64.89,70.12,75.96,50.75,411.0,539.0,0.52,56.25,61.28,0.256,41.96,2.36,1.7380000000000002,28.4,15.48,1.44,286504.0,-0.46,-0.34,286.3,60.98,2.73,-0.34,63.33,65.48,75.9,50.46,420.0,477.0,0.46,54.55,65.84,0.654,44.85,2.02,1.722,27.8,14.04,1.53,904982.0,-0.345,0.366,295.3,62.52,7.05,0.11699999999999999,63.39,71.43,74.96,52.95,390.0,518.0,0.595,57.04,61.09,-0.057,38.89,2.71,1.7819999999999998,28.85,16.24,1.18,725928.0,-0.782,-0.21600000000000003,292.6,61.11,6.6,0.256,62.57,69.32,77.75,49.21,416.0,497.0,0.31,58.42,59.9,0.044000000000000004,40.94,2.14,1.755,28.49,16.57,1.19,755356.0
Phil Mickelson,-0.512,-0.6859999999999999,300.8,62.86,18.42,0.001,65.64,70.78,75.38,55.34,418.0,540.0,-0.17600000000000002,43.42,53.62,-0.054000000000000006,37.13,4.09,1.82,29.79,19.74,1.02,327741.0,-0.02,0.23,301.5,64.94,16.28,-0.129,63.51,67.98,76.88,50.91,367.0,513.0,0.379,56.6,60.6,-0.083,41.29,1.96,1.7480000000000002,28.37,16.01,1.35,1493908.0,-0.307,-0.278,306.3,64.48,25.83,-0.065,64.17,69.78,78.87,51.82,365.0,493.0,0.094,55.1,54.26,-0.16,40.37,2.87,1.756,28.92,18.43,1.2,2440221.0,-0.225,0.42,300.3,63.63,16.87,0.555,64.88,70.63,79.1,52.0,361.0,494.0,0.091,58.6,58.36,0.51,43.17,2.55,1.699,28.11,16.54,1.49,4595187.0,-0.057999999999999996,0.711,293.5,62.88,12.5,0.5529999999999999,62.85,70.45,76.95,46.92,374.0,500.0,0.21600000000000003,53.33,60.0,0.337,41.18,2.01,1.734,28.25,16.67,1.34,2102599.0
Kevin Tway,-0.516,-0.402,302.5,63.64,15.63,-0.182,66.67,72.22,76.05,58.65,415.0,477.0,0.09,54.76,59.38,-0.499,36.81,3.65,1.7990000000000002,29.28,16.49,1.19,47619.0,-0.42200000000000004,-0.664,303.8,64.22,20.83,-0.35,62.62,67.62,78.68,48.96,398.0,536.0,0.107,39.19,52.32,-0.349,37.96,2.66,1.787,29.35,19.44,0.95,256320.0,-0.099,0.27399999999999997,303.8,64.85,25.69,0.124,67.01,72.8,79.35,52.59,393.0,525.0,0.249,50.0,61.05,-0.131,38.4,2.5,1.78,29.19,14.65,1.38,2300050.0,0.271,0.27699999999999997,310.1,65.2,34.38,0.032,66.88,73.77,80.65,53.27,373.0,538.0,-0.026000000000000002,49.44,56.77,0.052000000000000005,37.98,2.4,1.7730000000000001,29.15,16.29,1.32,1379544.0,0.28800000000000003,0.172,309.2,65.3,29.55,-0.168,64.71,70.72,80.19,51.11,383.0,520.0,0.053,45.7,59.03,0.261,39.9,2.59,1.766,28.86,16.48,1.26,1472613.0
Vaughn Taylor,-0.5589999999999999,-0.6,279.8,60.67,2.94,-0.22,63.94,72.7,71.09,51.02,376.0,476.0,0.37,57.58,62.54,0.221,40.96,2.07,1.7630000000000001,28.1,16.12,1.2,235707.0,-0.043,-0.35200000000000004,281.6,60.95,1.89,-0.155,63.75,67.17,71.35,51.65,352.0,524.0,-0.155,47.01,58.54,0.294,42.26,1.73,1.72,28.11,16.03,1.36,1148779.0,-0.205,0.096,282.9,60.78,3.3,0.26899999999999996,66.85,71.34,75.91,49.62,355.0,519.0,0.032,56.69,63.54,0.636,43.53,1.95,1.7180000000000002,28.27,13.49,1.69,1723910.0,-0.005,0.299,286.1,61.58,5.06,0.305,67.02,73.89,75.07,54.04,356.0,544.0,-0.002,47.65,59.91,-0.08,39.52,3.66,1.7690000000000001,29.15,16.39,1.34,965691.0,-0.001,-0.033,282.4,61.42,2.38,0.135,66.67,71.56,74.29,50.8,364.0,542.0,-0.168,55.8,60.52,0.139,40.48,2.84,1.7590000000000001,29.0,15.67,1.32,797385.0
David Hearn,-0.614,-1.276,275.4,58.84,1.19,-0.44299999999999995,62.7,74.31,70.65,48.91,415.0,548.0,-0.18,39.62,59.93,0.588,40.87,2.51,1.734,28.05,18.92,1.04,323550.0,-0.22,-0.402,281.8,60.66,2.94,-0.22899999999999998,66.88,70.68,76.64,54.67,403.0,529.0,0.047,45.59,64.14,0.12,39.87,2.61,1.7690000000000001,29.02,14.49,1.35,287527.0,-0.158,-0.45799999999999996,279.3,60.32,2.13,0.009000000000000001,67.49,71.41,76.2,52.28,384.0,534.0,-0.309,50.68,58.55,-0.157,38.89,2.72,1.75,29.06,15.72,1.29,397677.0,-0.17,0.095,285.1,61.06,5.83,0.379,68.89,74.89,79.25,50.0,340.0,516.0,-0.113,47.62,55.65,-0.127,37.78,3.61,1.778,29.58,16.57,1.25,622383.0,-0.175,-0.044000000000000004,281.0,60.42,3.09,0.016,64.71,68.15,76.23,44.42,362.0,587.0,0.115,55.35,61.85,-0.052000000000000005,38.56,2.68,1.794,29.07,15.75,1.17,800710.0
