PLAYER NAME,SG_off_tee_2021_AVERAGE,SG_tee_green_2021_AVERAGE,driving_dist_2021_AVG.,pct_ydg_tee_2021_AVG (%),driving_320+_2021_%,SG_approach_green_2021_AVERAGE,GIR_pct_2021_%,GOFIR_pct_2021_%,GIR_pct_fwy_2021_%,GIR_pct_not_fwy_2021_%,fwy_prox_2021_AVG,rough_prox_2021_AVG,SG_ATG_2021_AVERAGE,pct_sand_save_2021_%,scrambling_2021_%,SG_putt_2021_AVERAGE,pct_one_putt_2021_%,pct_three_putt_avoid_2021_%,putt_avg_2021_AVG,putts_per_rd_2021_AVG,bogey_avoid_2021_% MAKES BOGEY,btb_ratio_2021_BIRDIE TO BOGEY RATIO,money_2021_MONEY,SG_off_tee_2020_AVERAGE,SG_tee_green_2020_AVERAGE,driving_dist_2020_AVG.,pct_ydg_tee_2020_AVG (%),driving_320+_2020_%,SG_approach_green_2020_AVERAGE,GIR_pct_2020_%,GOFIR_pct_2020_%,GIR_pct_fwy_2020_%,GIR_pct_not_fwy_2020_%,fwy_prox_2020_AVG,rough_prox_2020_AVG,SG_ATG_2020_AVERAGE,pct_sand_save_2020_%,scrambling_2020_%,SG_putt_2020_AVERAGE,pct_one_putt_2020_%,pct_three_putt_avoid_2020_%,putt_avg_2020_AVG,putts_per_rd_2020_AVG,bogey_avoid_2020_% MAKES BOGEY,btb_ratio_2020_BIRDIE TO BOGEY RATIO,money_2020_MONEY,SG_off_tee_2019_AVERAGE,SG_tee_green_2019_AVERAGE,driving_dist_2019_AVG.,pct_ydg_tee_2019_AVG (%),driving_320+_2019_%,SG_approach_green_2019_AVERAGE,GIR_pct_2019_%,GOFIR_pct_2019_%,GIR_pct_fwy_2019_%,GIR_pct_not_fwy_2019_%,fwy_prox_2019_AVG,rough_prox_2019_AVG,SG_ATG_2019_AVERAGE,pct_sand_save_2019_%,scrambling_2019_%,SG_putt_2019_AVERAGE,pct_one_putt_2019_%,pct_three_putt_avoid_2019_%,putt_avg_2019_AVG,putts_per_rd_2019_AVG,bogey_avoid_2019_% MAKES BOGEY,btb_ratio_2019_BIRDIE TO BOGEY RATIO,money_2019_MONEY,SG_off_tee_2018_AVERAGE,SG_tee_green_2018_AVERAGE,driving_dist_2018_AVG.,pct_ydg_tee_2018_AVG (%),driving_320+_2018_%,SG_approach_green_2018_AVERAGE,GIR_pct_2018_%,GOFIR_pct_2018_%,GIR_pct_fwy_2018_%,GIR_pct_not_fwy_2018_%,fwy_prox_2018_AVG,rough_prox_2018_AVG,SG_ATG_2018_AVERAGE,pct_sand_save_2018_%,scrambling_2018_%,SG_putt_2018_AVERAGE,pct_one_putt_2018_%,pct_three_putt_avoid_2018_%,putt_avg_2018_AVG,putts_per_rd_2018_AVG,bogey_avoid_2018_% MAKES BOGEY,btb_ratio_2018_BIRDIE TO BOGEY RATIO,money_2018_MONEY,SG_off_tee_2017_AVERAGE,SG_tee_green_2017_AVERAGE,driving_dist_2017_AVG.,pct_ydg_tee_2017_AVG (%),driving_320+_2017_%,SG_approach_green_2017_AVERAGE,GIR_pct_2017_%,GOFIR_pct_2017_%,GIR_pct_fwy_2017_%,GIR_pct_not_fwy_2017_%,fwy_prox_2017_AVG,rough_prox_2017_AVG,SG_ATG_2017_AVERAGE,pct_sand_save_2017_%,scrambling_2017_%,SG_putt_2017_AVERAGE,pct_one_putt_2017_%,pct_three_putt_avoid_2017_%,putt_avg_2017_AVG,putts_per_rd_2017_AVG,bogey_avoid_2017_% MAKES BOGEY,btb_ratio_2017_BIRDIE TO BOGEY RATIO,money_2017_MONEY
Kyle Stanley,-.032,.568,292.4,61.84,5.00,.288,69.17,78.66,80.60,51.78,"30' 6""","43' 3""",.174,39.29,59.76,-.830,35.93,2.50,1.779,29.42,15.19,1.30,"$688,297",.048,.397,285.1,61.82,2.83,.335,72.54,77.00,81.29,56.34,"29' 11""","44' 3""",.014,48.00,58.78,-.323,35.95,3.46,1.783,29.77,14.36,1.50,"$490,359",.037,.285,288.9,61.82,4.69,.309,67.47,72.93,79.32,46.50,"30' 7""","44' 3""",-.062,49.61,58.65,-.297,36.77,2.78,1.787,29.43,15.72,1.26,"$1,117,604",.378,.649,295.7,62.82,17.11,.298,71.09,75.46,80.66,50.84,"30' 6""","47' 11""",-.027,46.20,54.80,.037,35.42,3.22,1.781,29.89,15.72,1.37,"$3,916,001",.659,1.259,296.5,62.56,14.06,.562,70.39,76.85,81.89,53.59,"29' 4""","44' 2""",.038,49.09,58.35,-.309,37.06,3.78,1.776,29.63,15.72,1.41,"$3,402,106"
Pat Perez,-.064,-.180,295.0,62.09,11.72,.124,64.58,77.42,74.90,51.90,"33' 4""","45' 3""",.064,51.52,63.73,.390,40.19,2.43,1.751,28.53,16.23,1.28,"$445,721",-.163,.019,290.3,61.72,7.45,.252,70.51,74.58,80.00,59.30,"30' 11""","37' 5""",-.069,57.83,59.25,.253,37.78,2.93,1.769,29.47,13.94,1.50,"$1,010,905",-.498,-.248,286.1,60.42,3.00,-.085,65.32,68.02,74.38,45.85,"33' 2""","45' 0""",.335,50.00,61.76,.535,40.86,3.05,1.756,28.55,15.95,1.35,"$1,103,241",-.063,-.163,290.9,62.01,9.52,-.138,67.78,70.92,79.65,50.41,"31' 9""","44' 5""",.037,47.20,55.63,.115,37.48,2.59,1.765,29.29,16.52,1.30,"$2,962,641",-.147,.515,290.9,61.55,8.54,.222,66.17,72.62,79.58,52.32,"33' 8""","42' 3""",.440,52.74,63.14,.346,40.99,2.59,1.754,28.69,14.63,1.46,"$4,361,400"
Zach Johnson,-.064,.004,290.4,61.84,10.19,.101,68.31,75.36,78.54,53.85,"31' 8""","46' 7""",-.032,58.82,59.09,.728,37.96,2.26,1.774,29.28,14.71,1.39,"$1,027,430",-.092,.097,285.9,61.89,4.10,.287,68.03,72.53,78.36,53.46,"32' 1""","42' 4""",-.098,50.56,62.11,.369,39.98,2.09,1.751,28.80,13.66,1.54,"$777,727",.053,.546,287.5,61.69,2.34,.398,62.59,68.66,72.39,43.96,"31' 3""","43' 7""",.095,54.08,61.95,-.087,40.89,2.26,1.767,28.39,16.06,1.19,"$603,160",-.059,.829,289.8,61.81,5.75,.463,67.43,72.69,79.31,47.05,"29' 5""","46' 0""",.425,52.98,62.35,.206,39.91,2.23,1.742,28.62,14.05,1.56,"$1,957,635",-.005,.215,286.9,61.16,4.55,-.007,64.21,69.69,76.10,45.14,"30' 9""","43' 10""",.226,51.64,59.88,.417,41.77,2.31,1.747,28.56,16.45,1.21,"$2,362,968"
Patton Kizzire,-.067,.150,301.2,63.34,15.52,.160,69.64,74.59,78.16,58.36,"32' 0""","47' 2""",.057,51.14,57.41,.474,40.42,1.72,1.717,28.53,14.66,1.62,"$1,030,595",-.661,-1.060,294.8,63.09,7.27,-.368,64.85,70.92,77.40,51.98,"31' 10""","43' 11""",-.031,45.45,56.61,.453,41.92,2.02,1.735,28.56,17.27,1.25,"$352,764",-.489,-.740,294.9,62.12,11.36,-.132,63.96,69.50,73.45,49.88,"32' 7""","45' 9""",-.120,50.42,57.92,.642,41.67,1.88,1.728,28.58,16.44,1.26,"$995,341",-.294,-.063,298.7,63.60,15.17,.381,69.04,74.64,80.17,53.06,"30' 0""","42' 9""",-.150,46.83,55.24,.030,36.70,2.93,1.764,29.53,15.92,1.35,"$3,541,151",-.744,-.475,293.0,61.97,9.21,.290,63.52,68.90,76.16,49.80,"30' 3""","44' 4""",-.021,50.00,54.31,-.103,39.55,3.44,1.766,29.09,19.08,1.06,"$1,110,395"
Adam Scott,-.073,.211,308.0,64.33,31.82,.340,65.91,71.90,83.88,47.69,"31' 11""","45' 11""",-.057,34.21,49.26,.341,38.64,2.78,1.743,29.23,19.32,1.20,"$689,360",-.056,.636,308.1,64.76,30.00,.268,68.13,72.96,82.59,52.34,"32' 0""","48' 4""",.424,55.07,60.09,.269,39.47,1.75,1.740,28.82,14.04,1.57,"$2,272,434",.285,1.483,299.3,62.77,10.38,.846,68.94,74.49,81.21,54.39,"29' 6""","49' 3""",.351,55.45,59.82,.348,39.25,3.10,1.746,29.03,15.21,1.62,"$4,084,541",.300,1.064,304.6,62.86,22.86,.639,70.66,76.76,79.91,55.50,"31' 3""","45' 4""",.125,50.38,54.85,-.285,35.47,4.56,1.799,30.15,16.67,1.28,"$2,237,641",.524,1.103,307.0,63.73,26.00,.536,67.05,71.69,79.57,52.27,"31' 10""","46' 1""",.043,53.85,58.43,-.097,38.41,3.26,1.780,29.36,16.38,1.30,"$1,695,144"
Ian Poulter,-.088,-.591,284.1,60.62,7.35,-.611,61.60,63.76,70.75,47.47,"36' 8""","49' 8""",.107,57.97,66.38,.698,43.14,2.78,1.775,28.29,15.52,1.20,"$670,864",-.188,.002,286.8,61.64,2.63,.137,62.62,66.08,73.12,50.37,"31' 7""","45' 6""",.053,54.00,62.23,.687,45.37,2.31,1.708,27.88,15.97,1.35,"$1,034,334",-.078,.339,291.5,62.07,7.00,.150,66.86,70.71,76.49,50.84,"32' 2""","40' 10""",.267,62.04,59.83,.425,41.00,2.49,1.736,28.59,15.61,1.48,"$2,162,306",.141,.627,293.6,61.48,11.61,.435,67.01,72.22,76.81,52.49,"31' 10""","39' 5""",.051,50.42,57.11,.223,38.02,2.17,1.766,28.97,16.23,1.29,"$2,714,450",-.162,.911,283.5,60.76,1.56,.573,64.46,70.20,74.37,50.70,"32' 7""","46' 1""",.501,59.29,67.36,.025,41.09,2.37,1.778,28.44,13.89,1.41,"$2,098,346"
Jason Dufner,-.130,-.411,284.3,61.20,8.33,-.218,64.58,69.91,78.07,47.84,"31' 11""","42' 4""",-.155,56.58,62.75,-.082,39.12,3.24,1.797,29.17,16.67,1.06,"$200,149",.047,.686,286.2,61.63,5.65,.472,67.83,73.91,77.43,51.89,"29' 4""","42' 3""",.167,52.58,61.56,-.681,37.19,4.30,1.818,29.61,15.59,1.19,"$306,781",.264,.479,290.1,61.94,5.47,.091,70.76,73.20,78.15,58.64,"30' 7""","42' 6""",.124,50.74,54.88,-.494,34.80,4.09,1.796,30.14,16.67,1.25,"$926,365",.256,.068,297.1,63.03,15.00,-.009,64.24,72.33,75.31,50.15,"32' 11""","46' 6""",-.178,50.94,58.25,-.058,37.85,4.43,1.811,29.58,17.71,1.07,"$1,497,655",.268,.654,294.6,62.79,12.18,.519,67.21,72.88,79.12,51.55,"30' 9""","41' 10""",-.133,41.18,57.85,-.001,39.97,4.20,1.764,29.30,17.21,1.27,"$3,310,341"
Scott Brown,-.134,-.987,296.9,62.59,19.00,-.366,63.33,71.24,73.32,50.00,"32' 2""","47' 9""",-.437,61.90,62.12,.007,40.33,3.00,1.782,28.76,16.78,1.15,"$184,545",.215,-.088,288.5,61.99,3.91,-.307,64.50,70.00,74.13,47.60,"33' 3""","46' 4""",.004,44.12,59.66,-.259,38.45,3.30,1.786,29.17,17.01,1.13,"$963,412",.199,-.077,288.6,61.87,7.32,-.083,66.53,71.90,75.83,49.75,"31' 10""","47' 3""",-.194,50.00,60.73,.073,38.28,3.05,1.777,29.09,15.51,1.33,"$999,457",-.265,-.710,292.6,61.78,7.22,-.270,65.65,69.00,76.30,47.01,"31' 11""","49' 3""",-.175,42.86,54.79,.049,37.81,2.27,1.762,29.10,17.23,1.17,"$1,076,678",.143,-.344,289.0,61.79,4.40,-.225,64.35,70.23,73.28,50.11,"32' 2""","45' 6""",-.262,52.70,59.08,.276,41.09,2.44,1.760,28.69,16.54,1.21,"$1,748,324"
Tom Hoge,-.139,.356,289.2,61.61,5.65,.527,65.05,74.07,76.74,51.37,"30' 9""","46' 6""",-.001,43.75,61.03,.152,43.55,2.06,1.704,27.94,16.04,1.50,"$1,198,020",.062,.355,290.4,62.25,8.11,.389,65.62,71.97,75.28,53.19,"29' 4""","44' 5""",-.095,43.33,60.48,.046,40.54,3.08,1.768,28.78,16.14,1.31,"$1,857,073",-.179,.039,290.4,61.72,8.14,.381,65.80,72.76,77.48,48.33,"29' 5""","45' 11""",-.163,49.65,59.21,-.284,37.65,3.02,1.793,29.26,16.05,1.23,"$573,464",.018,.235,291.4,62.22,11.29,.297,63.62,69.48,73.12,51.84,"29' 5""","45' 3""",-.079,49.36,61.41,-.162,42.83,3.64,1.752,28.45,17.20,1.25,"$1,358,542",-.352,-.293,285.1,62.51,4.35,.235,66.06,71.65,77.78,50.53,"28' 3""","43' 5""",-.176,58.06,60.14,.019,41.55,3.26,1.751,28.72,16.43,1.32,"$373,092"
Michael Thompson,-.140,-.082,289.5,61.02,7.41,-.166,64.92,72.57,73.54,47.90,"33' 3""","48' 6""",.134,50.00,60.41,.099,39.71,3.81,1.762,28.69,17.39,1.24,"$797,198",-.187,-.354,288.4,61.53,6.45,-.127,64.96,70.04,73.37,50.33,"32' 2""","46' 10""",-.040,57.14,60.87,.181,39.78,2.33,1.772,28.87,15.41,1.26,"$1,577,832",-.045,.087,288.4,60.80,5.63,.018,65.73,71.03,73.14,48.69,"32' 3""","47' 11""",.113,54.93,62.79,.339,41.63,2.90,1.749,28.58,15.02,1.45,"$1,307,816",-.073,-.446,296.4,62.26,11.21,-.423,70.11,75.60,82.48,49.13,"32' 0""","46' 7""",.050,48.61,55.77,.498,36.30,2.87,1.776,29.62,15.33,1.36,"$563,972",-.431,-1.013,284.8,60.92,7.14,-.373,63.69,67.42,70.54,51.17,"32' 9""","45' 5""",-.208,58.16,58.74,.840,39.98,2.38,1.788,28.88,17.16,1.04,"$568,991"
Ryan Armour,-.149,-.517,279.8,60.43,2.08,-.247,64.47,69.22,72.98,51.00,"31' 11""","43' 0""",-.121,52.31,58.63,.352,40.97,2.31,1.736,28.69,16.44,1.27,"$344,456",.020,.225,284.1,61.10,2.59,.044,67.91,72.72,75.63,44.81,"29' 9""","50' 11""",.160,39.02,56.42,-.418,37.36,3.16,1.756,29.28,16.67,1.33,"$850,571",-.103,.001,277.9,60.09,3.57,-.002,67.57,70.67,77.09,44.64,"29' 10""","46' 11""",.106,53.62,63.87,.190,39.73,3.14,1.771,28.91,14.49,1.45,"$955,468",-.012,.395,283.5,60.65,4.21,.213,68.22,73.38,76.16,53.54,"30' 9""","44' 4""",.194,52.54,60.13,-.058,37.80,3.01,1.773,29.31,15.42,1.34,"$2,485,203",.020,.136,278.8,59.73,3.39,.121,69.96,73.47,76.00,56.00,"30' 0""","42' 3""",-.005,37.33,58.31,-.029,34.56,3.01,1.799,29.88,14.97,1.28,"$443,006"
Byeong Hun An,-.150,.327,298.2,63.22,9.38,-.100,63.77,71.35,78.13,51.08,"32' 4""","43' 3""",.596,60.00,60.38,-1.133,39.93,2.78,1.773,28.63,17.71,1.12,"$337,054",-.050,.580,305.7,64.82,26.19,.256,65.78,70.83,79.75,53.56,"31' 7""","41' 8""",.373,50.71,60.61,-.525,41.19,3.63,1.756,28.69,16.07,1.35,"$2,283,951",.351,1.402,307.1,64.17,27.69,.420,67.75,74.86,80.16,54.53,"31' 0""","42' 11""",.631,58.52,59.28,-.583,38.74,2.89,1.775,29.10,15.08,1.49,"$1,990,033",.475,1.091,307.9,64.45,26.88,.448,67.99,74.05,79.13,52.03,"30' 1""","46' 3""",.167,48.85,61.16,-.285,37.50,3.11,1.791,29.31,14.95,1.39,"$2,599,264",.524,.964,300.3,63.38,11.72,.369,64.04,69.20,77.00,48.84,"32' 10""","45' 8""",.071,48.87,56.22,-.375,39.51,3.70,1.789,29.14,18.83,1.04,"$1,236,090"
Bill Haas,-.160,-.576,292.1,61.65,6.67,-.474,63.70,70.59,77.02,51.35,"36' 7""","52' 2""",.040,45.45,62.76,.055,39.81,3.52,1.779,28.40,17.59,1.15,"$79,800",-.133,.005,294.3,62.56,7.95,-.128,69.44,76.31,78.51,56.30,"32' 9""","44' 1""",.265,50.79,59.09,-1.068,36.11,4.55,1.811,29.95,16.16,1.26,"$130,293",-.083,.098,291.5,61.72,8.70,-.169,64.65,73.22,75.76,50.54,"34' 9""","45' 6""",.350,52.34,61.73,.055,38.33,2.09,1.776,28.90,15.30,1.33,"$730,806",-.177,.139,296.2,62.03,14.29,-.052,64.79,70.45,77.33,52.38,"33' 9""","44' 0""",.368,57.26,60.34,-.059,37.09,2.18,1.811,29.23,15.84,1.10,"$638,414",-.047,.868,293.0,61.67,6.79,.399,67.91,73.38,79.23,54.04,"32' 4""","42' 1""",.516,53.57,63.75,.055,37.84,2.94,1.792,29.15,14.25,1.37,"$2,842,173"
Brandt Snedeker,-.177,-.141,287.9,61.02,5.77,.055,61.86,71.21,73.20,52.08,"34' 6""","45' 3""",.002,43.88,57.14,.407,41.88,2.67,1.724,28.15,19.87,1.03,"$717,361",-.333,-.155,288.5,62.26,1.89,-.336,65.93,71.56,77.56,53.19,"34' 5""","44' 5""",.514,55.56,63.08,.347,40.25,1.78,1.750,28.49,14.15,1.50,"$896,750",-.193,.370,287.2,61.44,5.75,.083,64.93,70.49,76.83,49.12,"33' 5""","45' 0""",.480,62.29,63.04,.592,41.53,1.96,1.746,28.33,14.53,1.45,"$3,122,936",-.145,.147,293.1,61.90,9.15,-.026,65.04,70.65,76.91,50.23,"32' 2""","44' 0""",.318,56.67,60.08,.478,40.04,2.24,1.743,28.63,15.51,1.34,"$2,448,970",-.311,.506,281.6,61.53,6.00,.503,67.11,72.62,76.96,50.39,"32' 6""","42' 2""",.314,56.25,63.18,.572,41.11,3.44,1.752,28.62,15.00,1.52,"$1,625,806"
J.T. Poston,-.203,-.595,301.2,62.96,14.58,-.378,62.38,67.57,77.37,49.03,"34' 11""","45' 10""",-.014,55.77,55.69,.884,42.13,2.31,1.724,28.56,18.40,1.22,"$1,104,525",.130,-.141,290.2,63.01,5.00,-.366,64.74,69.31,73.56,50.25,"33' 8""","44' 11""",.095,57.25,60.40,.572,42.66,1.50,1.711,28.21,15.24,1.44,"$1,282,929",.032,.294,293.8,62.07,9.90,.223,66.84,72.29,76.54,53.61,"31' 2""","44' 7""",.038,52.84,62.83,.212,41.67,2.84,1.743,28.56,14.87,1.51,"$2,461,215",.381,.003,300.7,63.67,18.31,-.373,68.31,72.12,80.52,51.31,"31' 2""","45' 7""",-.005,50.00,57.53,.135,39.28,2.27,1.747,29.07,15.49,1.37,"$940,661",.156,.147,295.5,62.79,14.94,.053,65.52,71.61,76.14,52.85,"30' 5""","43' 1""",-.062,41.98,59.07,-.117,40.23,2.43,1.747,28.84,15.71,1.37,"$662,565"
Jordan Spieth,-.204,.758,297.2,63.02,11.46,.558,64.81,71.49,80.46,50.94,"33' 11""","43' 11""",.404,59.68,59.54,.418,42.71,2.78,1.713,28.10,16.44,1.55,"$3,691,056",-.279,.134,301.6,64.10,17.00,.082,62.37,68.09,75.11,50.61,"29' 3""","44' 10""",.330,49.09,57.86,.004,43.01,2.33,1.724,28.21,17.74,1.25,"$1,138,146",-.452,-.403,295.2,62.68,12.66,-.198,62.80,68.10,76.66,51.74,"33' 0""","43' 2""",.246,54.61,62.00,.862,45.43,2.53,1.694,27.71,15.96,1.50,"$2,124,192",.271,.863,299.8,64.04,17.11,.409,70.47,76.77,83.74,57.42,"30' 5""","41' 3""",.184,51.33,61.63,-.034,39.55,3.29,1.755,29.09,13.89,1.70,"$2,793,536",.321,1.646,295.6,63.93,13.51,.896,70.01,77.78,80.58,58.17,"29' 1""","40' 3""",.429,54.84,61.76,.278,41.45,1.99,1.711,28.45,12.89,1.99,"$9,433,033"
Kevin Na,-.217,.070,287.7,61.29,10.64,-.244,65.48,71.64,79.59,44.24,"34' 3""","49' 2""",.531,52.94,61.64,-.169,40.54,3.07,1.767,28.62,15.72,1.40,"$2,068,792",-.410,-.002,286.9,62.03,11.90,.267,63.22,68.27,76.08,43.24,"31' 1""","45' 9""",.140,55.56,65.96,.693,44.60,2.58,1.733,28.08,14.48,1.48,"$2,794,402",-.282,-.002,289.6,61.09,7.29,-.076,64.44,67.17,75.65,45.70,"33' 3""","48' 10""",.355,55.26,58.85,.089,39.72,2.50,1.767,28.92,16.85,1.18,"$2,257,309",-.378,.268,289.6,61.26,10.26,.273,64.66,69.37,78.17,42.03,"29' 0""","47' 1""",.373,61.49,63.62,.533,43.54,2.39,1.722,28.07,14.99,1.49,"$3,578,316",-.406,.513,283.7,60.48,4.05,.631,65.51,73.15,75.93,51.80,"28' 10""","43' 4""",.288,54.55,61.10,.265,40.31,3.46,1.755,28.78,16.06,1.35,"$1,728,350"
Troy Merritt,-.224,-.076,291.9,61.39,11.67,.161,63.80,69.07,75.05,50.15,"32' 1""","48' 5""",.002,52.81,62.66,-.236,38.52,4.07,1.801,29.12,16.76,1.09,"$331,851",-.074,-.636,291.8,62.14,5.83,-.323,66.50,70.61,76.10,52.68,"31' 5""","46' 10""",-.238,47.96,60.00,.470,39.05,2.45,1.758,28.91,15.36,1.38,"$1,037,971",-.054,.336,293.3,62.58,10.53,.366,68.85,74.01,76.49,53.82,"30' 6""","43' 8""",.041,48.78,58.77,.085,39.71,2.19,1.729,28.69,14.57,1.66,"$1,531,143",.138,.132,295.4,62.13,10.59,.086,65.16,70.17,74.97,52.73,"32' 5""","46' 6""",-.092,48.47,57.60,.077,39.93,2.35,1.747,28.74,16.99,1.25,"$1,326,989",-.118,-.146,290.2,61.83,5.92,-.018,64.84,71.83,75.27,50.00,"30' 5""","48' 0""",-.009,52.38,58.21,-.017,39.11,2.63,1.778,28.95,16.81,1.18,"$569,682"
Richy Werenski,-.227,-.082,295.5,62.14,10.19,-.170,62.76,73.09,78.21,47.47,"33' 1""","50' 2""",.196,49.45,61.05,-.034,41.56,2.37,1.738,28.13,17.08,1.24,"$989,239",-.130,-.001,298.1,62.59,14.29,.038,66.67,71.88,77.53,51.37,"30' 11""","45' 11""",.091,50.94,59.52,.485,41.17,2.38,1.729,28.55,15.28,1.44,"$1,716,407",.057,-.221,293.6,62.50,10.24,-.163,65.93,72.15,75.49,53.01,"32' 6""","42' 11""",-.114,45.24,60.31,.074,38.82,2.34,1.760,28.81,15.46,1.36,"$851,329",.077,-.014,291.8,62.02,8.52,-.169,66.97,72.30,79.19,48.11,"31' 2""","47' 7""",.077,43.33,56.49,-.109,37.38,3.02,1.782,29.36,16.61,1.18,"$1,081,283",.203,-.223,291.2,62.04,2.70,-.123,67.42,72.68,76.51,50.28,"30' 0""","48' 7""",-.303,44.74,60.60,.000,38.44,2.93,1.786,29.31,15.24,1.31,"$890,262"
Kevin Kisner,-.233,-.302,286.7,61.17,6.25,.049,66.81,74.76,78.03,46.34,"34' 11""","45' 10""",-.127,43.75,56.90,.342,39.58,2.22,1.732,28.78,16.81,1.31,"$1,196,576",.058,.199,289.2,62.14,6.92,.234,65.37,71.23,73.87,52.68,"31' 8""","44' 9""",-.093,50.89,63.96,.559,42.39,2.21,1.743,28.34,14.38,1.49,"$2,266,752",.149,.221,286.4,61.23,4.07,.257,66.99,72.85,76.32,50.41,"31' 8""","45' 0""",-.186,45.83,61.06,.450,39.79,1.81,1.760,28.66,14.34,1.46,"$3,489,144",-.043,-.476,290.8,62.09,5.13,-.316,65.38,71.11,75.58,47.03,"33' 6""","44' 9""",-.118,44.00,60.29,.513,38.68,1.78,1.766,28.91,15.24,1.29,"$2,972,285",.257,.656,289.5,61.66,8.14,.334,66.38,72.91,76.28,47.00,"30' 1""","50' 8""",.065,50.00,62.06,.388,39.40,3.12,1.785,28.89,15.65,1.27,"$4,766,936"
Rafa Cabrera Bello,-.247,-.918,288.9,61.08,7.89,-.456,62.13,66.88,72.44,47.78,"36' 10""","47' 2""",-.215,51.43,54.05,.427,38.01,3.36,1.781,29.39,19.88,.93,"$221,393",-.096,-.591,293.7,62.09,8.54,-.166,63.84,69.37,72.23,50.00,"30' 9""","45' 10""",-.328,37.93,57.97,.067,41.72,2.62,1.759,28.74,17.51,1.17,"$646,577",.180,.376,289.6,61.12,6.25,.089,62.99,68.17,73.98,47.62,"35' 1""","42' 6""",.107,53.06,59.16,.043,41.42,3.51,1.747,28.59,17.81,1.29,"$1,926,935",.256,.839,295.1,62.48,12.93,.487,70.16,74.77,79.91,53.48,"30' 8""","47' 4""",.096,56.90,57.98,.273,37.86,3.65,1.773,29.47,15.48,1.41,"$2,449,869",-.223,-.326,291.7,61.31,9.62,-.171,62.69,65.10,72.29,47.22,"32' 9""","45' 5""",.068,53.33,59.80,.473,39.72,2.96,1.774,28.85,17.59,1.11,"$1,934,675"
Justin Rose,-.252,-.307,297.0,61.47,10.00,.175,63.89,78.04,72.83,50.00,"33' 9""","45' 7""",.100,48.98,54.36,.426,43.52,2.78,1.678,27.67,20.74,1.25,"$717,520",.218,.343,299.6,63.41,10.29,.233,63.16,69.87,72.90,46.92,"28' 4""","49' 7""",-.108,61.29,57.54,-.025,41.52,2.92,1.736,28.63,17.98,1.28,"$965,656",.179,.739,303.2,62.58,19.83,.525,64.78,71.09,77.01,47.40,"29' 9""","49' 1""",.036,61.68,62.09,.504,44.35,1.79,1.710,27.94,14.87,1.58,"$4,358,849",.551,1.527,303.5,63.22,20.97,.526,69.95,75.89,80.82,53.50,"31' 0""","40' 10""",.450,61.16,63.03,.424,40.40,2.69,1.732,28.67,13.05,1.95,"$8,130,678",.559,1.295,300.9,63.54,23.33,.363,68.06,76.64,78.51,57.75,"31' 0""","43' 1""",.373,56.25,58.97,-.063,37.41,3.13,1.770,29.16,15.89,1.46,"$4,245,308"
Peter Malnati,-.260,-.088,290.8,62.83,6.73,-.033,63.14,73.25,74.34,53.70,"32' 10""","43' 2""",.071,53.75,57.97,.457,43.70,2.24,1.690,27.69,18.38,1.31,"$1,349,207",-.461,-.825,287.6,62.55,2.63,-.431,62.57,68.20,74.42,49.59,"31' 3""","40' 8""",.067,44.93,60.94,.333,43.66,2.44,1.727,28.11,16.57,1.28,"$561,273",-.410,-.088,292.2,62.92,9.64,.225,63.99,69.30,74.53,52.76,"31' 8""","42' 2""",.097,50.00,62.64,.467,43.24,1.67,1.732,28.01,14.99,1.45,"$864,496",-.372,-.374,290.9,62.63,7.83,-.257,62.99,67.19,76.02,48.40,"32' 3""","45' 1""",.255,56.69,61.30,.619,44.24,1.81,1.723,28.07,15.86,1.32,"$420,001",-.262,-.635,282.3,61.21,1.23,-.563,62.48,67.43,69.83,50.23,"31' 6""","43' 2""",.190,53.06,61.50,.451,42.03,2.81,1.753,28.40,16.60,1.19,"$358,541"
Marc Leishman,-.272,.249,291.2,61.56,10.42,.718,64.58,77.78,77.89,50.88,"32' 0""","50' 9""",.126,58.46,62.75,-.006,38.66,2.20,1.762,28.40,16.32,1.31,"$2,359,730",-.202,.021,295.8,62.77,9.43,.366,61.48,66.56,72.56,49.63,"30' 6""","47' 0""",-.143,42.11,55.32,-.260,39.16,2.82,1.770,28.95,19.49,.99,"$3,109,752",-.077,.531,296.2,62.63,8.59,.472,67.21,72.42,78.70,51.09,"30' 9""","42' 10""",.135,58.21,64.00,.302,42.05,3.55,1.755,28.74,14.20,1.58,"$3,886,577",-.006,.498,298.5,63.26,19.51,.211,66.67,73.29,79.29,50.30,"32' 4""","44' 11""",.292,48.81,59.07,.126,39.88,2.84,1.749,28.94,16.11,1.39,"$3,771,221",.319,1.066,298.6,63.34,19.51,.410,67.04,73.35,81.03,48.91,"31' 6""","45' 7""",.337,52.90,61.42,.356,39.01,2.28,1.759,28.73,14.57,1.54,"$5,866,390"
